no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,4,1,0,0,7,2018,9,21,3,0,0.0,0.0,117.0,1,1
2,0,0,2,0,0,0,9,2018,1,27,4,0,0.0,0.0,72.8,0,1
2,0,1,2,0,1,0,6,2018,3,21,4,0,0.0,0.0,101.0,1,1
1,0,1,2,3,0,0,13,2018,5,30,4,0,0.0,0.0,87.78,1,1
1,0,1,0,0,1,0,6,2018,9,26,2,0,0.0,0.0,67.0,0,1
1,0,0,1,0,0,4,2,2017,11,11,3,0,0.0,0.0,90.0,0,1
1,0,0,3,0,0,3,28,2018,6,14,4,0,0.0,0.0,108.42,0,0
2,0,0,2,0,0,0,123,2017,8,12,4,0,0.0,0.0,76.5,1,1
2,0,2,2,0,0,0,74,2018,9,16,3,0,0.0,0.0,95.0,0,1
2,0,2,1,1,0,3,42,2018,3,5,4,0,0.0,0.0,126.0,1,1
1,0,1,1,0,0,0,7,2018,8,27,4,0,0.0,0.0,134.0,0,1
2,0,0,1,0,0,0,1,2018,2,27,4,0,0.0,0.0,103.0,1,1
2,0,1,4,3,0,0,164,2018,8,1,4,0,0.0,0.0,89.25,0,0
1,0,2,3,3,0,0,56,2018,3,5,4,0,0.0,0.0,64.75,0,1
2,0,2,3,0,0,3,201,2018,8,6,3,0,0.0,0.0,82.45,0,1
2,0,0,4,0,0,0,18,2018,1,20,4,0,0.0,0.0,87.0,2,1
1,0,2,2,0,0,0,49,2017,9,18,4,0,0.0,0.0,69.11,0,1
1,0,2,1,0,0,0,38,2018,4,3,4,0,0.0,0.0,112.5,1,1
2,0,2,1,0,0,0,229,2018,10,16,4,0,0.0,0.0,96.3,0,0
2,0,2,2,0,0,3,0,2017,9,25,4,0,0.0,0.0,180.0,1,1
3,0,0,2,0,0,3,23,2018,6,1,4,0,0.0,0.0,159.0,0,0
2,0,2,5,0,0,3,59,2018,10,14,4,0,0.0,0.0,90.55,2,1
2,1,1,2,0,0,0,187,2018,8,12,4,0,0.0,0.0,121.5,1,0
2,0,1,1,0,0,3,72,2018,4,2,4,0,0.0,0.0,96.3,1,1
3,0,1,0,0,0,3,7,2018,5,30,4,0,0.0,0.0,141.95,1,1
1,0,0,1,0,0,0,2,2018,9,15,4,0,0.0,0.0,163.0,0,1
2,1,0,2,0,0,0,1,2018,5,27,4,0,0.0,0.0,179.0,2,1
2,0,0,1,0,0,0,31,2018,3,9,4,0,0.0,0.0,81.9,0,0
2,0,1,3,0,0,3,121,2018,8,15,4,0,0.0,0.0,125.55,1,1
2,0,1,3,0,0,0,39,2018,6,27,4,0,0.0,0.0,113.4,0,0
2,0,1,1,0,0,3,77,2018,4,25,4,0,0.0,0.0,109.8,1,1
3,0,1,0,0,0,3,179,2018,8,22,4,0,0.0,0.0,137.7,0,0
3,0,0,3,0,1,3,178,2018,8,23,4,0,0.0,0.0,143.7,1,0
2,0,1,2,0,0,0,5,2018,3,11,4,0,0.0,0.0,109.0,0,0
2,0,0,3,0,0,0,23,2018,3,8,4,0,0.0,0.0,91.67,0,1
2,0,0,1,0,0,6,13,2018,11,10,4,0,0.0,0.0,260.0,2,1
2,0,2,4,1,0,0,327,2017,9,9,3,0,0.0,0.0,88.0,1,1
2,0,1,3,0,0,0,0,2018,12,5,4,0,0.0,0.0,89.89,1,1
2,0,0,3,0,0,0,80,2018,11,10,4,0,0.0,0.0,120.9,2,1
2,0,1,3,0,0,0,157,2018,7,11,4,0,0.0,0.0,101.58,1,0
2,2,0,2,0,0,5,12,2017,9,9,4,0,0.0,0.0,155.0,1,1
3,0,1,3,0,0,3,117,2018,6,16,4,0,0.0,0.0,150.45,0,0
2,0,0,3,3,0,0,93,2018,4,6,4,0,0.0,0.0,79.5,0,0
2,0,0,4,0,0,0,29,2018,11,2,3,0,0.0,0.0,70.0,0,1
2,2,1,2,0,0,5,45,2018,4,11,4,0,0.0,0.0,177.3,2,1
2,1,0,1,0,0,0,7,2018,8,31,4,0,0.0,0.0,107.03,3,1
2,2,0,1,0,0,1,4,2018,6,16,4,0,0.0,0.0,263.55,0,0
1,0,1,0,0,0,0,7,2018,5,16,4,0,0.0,0.0,97.0,0,0
2,0,2,3,0,0,0,27,2018,2,4,4,0,0.0,0.0,66.31,1,1
3,0,1,1,0,0,0,171,2018,8,22,4,0,0.0,0.0,137.7,0,0
2,0,2,1,0,0,3,195,2018,4,10,3,0,0.0,0.0,75.0,0,1
1,0,0,1,0,0,0,6,2018,2,3,4,0,0.0,0.0,79.0,1,0
2,0,1,5,1,0,3,59,2018,9,6,4,0,0.0,0.0,171.0,2,1
2,0,1,4,0,1,0,142,2018,8,8,4,0,0.0,0.0,116.95,1,1
1,0,0,1,0,0,0,18,2017,11,11,4,0,0.0,0.0,101.0,2,1
1,0,1,2,0,0,0,188,2018,7,25,4,0,0.0,0.0,90.9,1,1
2,0,2,2,3,0,0,33,2018,3,13,4,0,0.0,0.0,71.1,0,0
2,0,0,2,0,0,0,59,2018,12,23,4,0,0.0,0.0,93.6,0,0
1,0,2,1,0,0,0,1,2018,7,31,2,1,1.3862943611198906,3.713572066704308,65.0,2,1
3,1,1,2,0,0,6,53,2018,7,1,4,0,0.0,0.0,188.81,1,1
1,0,1,0,0,0,0,18,2018,6,20,2,1,0.6931471805599453,2.1972245773362196,65.0,1,1
2,2,1,2,0,0,5,91,2018,5,6,4,0,0.0,0.0,198.9,0,0
1,0,1,2,0,0,0,38,2018,2,22,4,0,0.0,0.0,75.3,0,0
2,0,2,2,0,0,0,94,2018,3,19,4,0,0.0,0.0,73.95,0,0
2,1,1,2,0,1,0,83,2018,7,25,3,0,0.0,0.0,117.1,0,1
1,0,2,0,0,0,0,47,2018,10,2,4,0,0.0,0.0,127.0,1,0
2,1,1,2,0,0,0,174,2018,7,25,3,0,0.0,0.0,130.0,1,0
2,0,0,2,0,0,0,89,2018,9,2,4,0,0.0,0.0,135.9,0,0
2,0,2,4,3,0,0,57,2018,12,15,4,0,0.0,0.0,74.8,0,0
3,0,0,1,0,0,3,51,2018,7,15,4,0,0.0,0.0,137.7,1,1
1,0,0,2,3,0,0,2,2017,12,2,4,0,0.0,0.0,75.0,1,1
2,0,0,1,0,0,0,0,2017,9,15,2,0,0.0,0.0,145.0,1,1
1,0,0,1,0,0,0,6,2018,6,23,4,0,0.0,0.0,95.0,0,0
2,0,2,1,0,0,3,43,2018,9,17,3,0,0.0,0.0,96.3,1,1
2,0,1,2,0,0,0,26,2018,10,3,4,0,0.0,0.0,153.0,2,1
2,0,0,1,3,0,0,0,2018,10,22,4,0,0.0,0.0,120.0,0,1
2,0,0,2,3,0,0,17,2018,11,25,4,0,0.0,0.0,88.0,0,0
2,1,0,2,0,1,0,37,2018,11,1,4,0,0.0,0.0,135.0,1,1
2,0,0,1,3,0,0,0,2018,4,26,4,0,0.0,0.0,119.0,0,1
2,0,0,5,0,0,3,50,2018,10,18,4,0,0.0,0.0,124.0,1,1
2,0,2,2,3,0,0,17,2018,12,30,4,0,0.0,0.0,102.0,0,1
1,0,1,0,0,0,3,11,2018,4,10,2,0,0.0,0.0,90.0,1,1
2,0,1,2,3,0,0,0,2018,7,8,4,0,0.0,0.0,135.67,0,1
2,0,1,3,0,0,0,141,2018,10,6,3,0,0.0,0.0,80.75,0,1
3,0,1,3,1,0,3,136,2018,8,8,4,0,0.0,0.0,198.0,0,0
2,1,1,1,0,0,0,97,2018,8,6,4,0,0.0,0.0,134.1,2,1
2,1,0,3,0,0,3,184,2018,10,4,4,0,0.0,0.0,122.4,0,0
2,2,1,1,0,0,5,26,2018,8,29,4,0,0.0,0.0,206.5,4,1
2,0,0,3,0,0,3,38,2018,10,4,4,0,0.0,0.0,125.55,0,0
2,0,0,3,0,0,0,173,2017,9,8,4,0,0.0,0.0,85.0,0,0
2,2,1,3,0,0,6,71,2018,10,20,4,0,0.0,0.0,263.91,0,0
2,0,1,2,0,0,3,32,2018,10,7,4,0,0.0,0.0,121.27,1,1
1,0,1,1,0,0,3,7,2018,4,18,2,0,0.0,0.0,72.8,0,1
1,0,0,2,0,0,0,20,2018,8,2,2,0,0.0,0.0,65.0,0,0
2,0,2,1,0,0,3,269,2018,7,10,3,0,0.0,0.0,78.88,0,1
2,0,0,2,0,0,0,15,2018,1,22,4,0,0.0,0.0,80.3,1,1
2,0,0,2,0,0,4,12,2018,9,28,4,0,0.0,0.0,160.2,1,1
3,0,0,2,0,0,3,93,2018,6,3,4,0,0.0,0.0,159.3,0,1
2,0,1,5,0,0,0,349,2018,10,4,4,0,0.0,0.0,123.33,0,0
2,0,1,2,0,0,0,65,2017,10,19,4,0,0.0,0.0,111.0,0,1
1,0,0,2,0,0,0,1,2018,3,15,1,0,0.0,0.0,55.0,0,1
1,0,2,2,0,0,3,2,2018,10,8,0,1,0.0,0.6931471805599453,110.0,0,1
2,0,0,1,0,0,1,107,2017,8,12,4,0,0.0,0.0,76.5,0,1
2,0,1,4,0,0,3,36,2018,11,14,4,0,0.0,0.0,96.9,3,1
1,2,1,0,0,0,0,36,2018,7,25,4,0,0.0,0.0,161.1,2,1
3,0,0,4,0,0,3,193,2018,12,28,4,0,0.0,0.0,120.7,1,0
1,0,0,2,0,0,0,3,2018,6,10,3,0,0.0,0.0,120.0,0,1
1,0,1,2,0,0,0,1,2018,6,17,3,0,0.0,0.0,70.0,0,1
2,0,2,1,3,0,0,0,2018,2,14,4,0,0.0,0.0,82.33,0,1
2,0,2,1,0,0,0,86,2018,4,17,4,0,0.0,0.0,96.3,1,1
2,0,1,3,0,0,1,93,2018,4,4,4,0,0.0,0.0,73.74,0,1
2,0,1,4,0,0,0,74,2018,12,5,4,0,0.0,0.0,88.4,3,1
2,0,2,1,3,0,0,57,2017,10,10,4,0,0.0,0.0,84.69,1,1
1,0,1,0,0,0,0,49,2018,5,30,4,0,0.0,0.0,121.5,1,1
2,0,0,2,0,0,0,122,2018,4,15,3,0,0.0,0.0,40.5,0,1
1,0,0,1,0,0,0,182,2018,10,12,3,0,0.0,0.0,120.0,1,0
1,0,1,4,0,0,0,5,2018,3,7,3,0,0.0,0.0,55.74,0,1
2,0,1,1,0,0,0,93,2018,6,20,4,0,0.0,0.0,121.5,1,0
2,0,1,1,3,0,0,63,2018,9,12,4,0,0.0,0.0,125.1,2,1
2,0,1,2,0,0,1,130,2018,3,25,4,0,0.0,0.0,102.58,0,1
2,0,2,3,0,0,0,159,2018,9,16,4,0,0.0,0.0,130.14,2,0
2,1,0,3,0,0,0,15,2018,3,24,4,0,0.0,0.0,165.67,2,1
1,0,1,0,0,0,0,25,2018,9,5,2,1,0.0,0.6931471805599453,65.0,1,1
2,0,2,3,3,0,0,54,2018,11,18,4,0,0.0,0.0,83.8,1,1
2,0,1,3,0,0,0,45,2018,5,30,3,0,0.0,0.0,80.75,0,1
2,0,2,1,0,0,0,5,2017,12,5,3,0,0.0,0.0,71.8,0,1
2,0,1,3,0,0,0,41,2018,11,3,3,0,0.0,0.0,112.0,1,1
2,0,0,3,3,0,0,44,2018,8,31,4,0,0.0,0.0,99.0,1,1
2,0,0,3,3,0,0,65,2018,9,27,4,0,0.0,0.0,125.1,1,1
2,0,0,3,0,0,0,2,2017,12,9,3,0,0.0,0.0,58.0,0,1
2,0,3,5,3,0,0,248,2018,10,24,4,0,0.0,0.0,80.75,0,0
2,0,2,10,0,0,0,4,2017,8,18,4,0,0.0,0.0,99.33,0,0
2,0,2,5,0,0,0,17,2018,11,11,4,0,0.0,0.0,102.0,1,0
3,0,0,3,0,0,3,98,2018,4,12,3,0,0.0,0.0,115.6,1,1
1,0,1,1,0,0,0,73,2018,6,4,4,0,0.0,0.0,117.0,2,1
2,0,1,3,0,0,0,105,2018,5,16,4,0,0.0,0.0,119.85,1,1
1,0,0,2,0,0,0,9,2018,4,27,2,0,0.0,0.0,95.0,0,1
2,0,1,1,3,1,0,5,2018,9,17,4,0,0.0,0.0,154.0,4,1
2,0,2,5,0,0,0,148,2018,7,25,4,0,0.0,0.0,105.96,1,1
1,0,1,1,0,0,0,13,2017,10,19,2,0,0.0,0.0,65.0,0,1
1,0,1,1,0,1,0,6,2018,4,18,4,0,0.0,0.0,104.0,0,1
1,0,0,1,0,0,0,0,2018,2,27,4,0,0.0,0.0,89.0,0,1
2,0,2,3,0,0,0,13,2017,9,20,4,0,0.0,0.0,111.6,1,1
2,0,2,4,0,0,3,54,2018,10,30,4,0,0.0,0.0,111.0,1,0
2,0,0,1,3,0,0,28,2018,3,18,4,0,0.0,0.0,79.0,0,0
1,0,1,2,3,0,0,82,2018,11,7,4,0,0.0,0.0,133.98,1,1
1,0,0,2,0,0,0,50,2018,12,13,3,1,0.0,1.0986122886681098,67.5,1,1
1,0,0,3,0,0,0,39,2018,11,15,4,0,0.0,0.0,88.4,2,1
1,0,1,3,0,0,0,118,2018,6,6,3,0,0.0,0.0,110.0,1,1
2,0,1,2,0,0,3,153,2018,5,2,4,0,0.0,0.0,88.01,0,0
2,0,1,2,0,0,0,6,2017,8,14,4,0,0.0,0.0,95.33,2,1
2,0,1,0,0,0,0,0,2018,10,9,4,0,0.0,0.0,108.0,1,1
2,1,0,2,0,0,0,1,2018,6,28,4,0,0.0,0.0,167.0,1,1
1,0,0,1,0,0,0,8,2018,6,15,2,1,0.0,0.6931471805599453,40.0,1,1
2,0,1,3,0,0,1,183,2018,10,31,4,0,0.0,0.0,83.5,2,1
1,0,0,1,3,1,0,3,2018,4,28,4,0,0.0,0.0,128.0,0,1
2,2,0,3,0,1,5,122,2018,8,25,4,0,0.0,0.0,198.9,2,1
2,0,0,1,0,0,0,0,2018,5,20,4,0,0.0,0.0,155.0,1,1
2,2,2,1,0,0,5,199,2018,7,23,4,0,0.0,0.0,168.3,2,0
2,0,0,2,0,0,3,77,2018,4,6,4,0,0.0,0.0,105.3,1,1
2,0,0,3,1,0,3,1,2018,3,15,3,0,0.0,0.0,111.0,0,1
2,0,0,2,1,0,0,6,2017,12,10,4,0,0.0,0.0,0.0,0,1
2,0,2,3,0,0,0,63,2018,9,1,4,0,0.0,0.0,107.1,2,1
2,0,2,2,0,0,0,53,2018,2,20,4,0,0.0,0.0,75.95,1,1
2,1,2,3,0,0,0,12,2018,2,12,4,0,0.0,0.0,111.0,1,1
2,0,2,3,0,0,0,1,2017,8,20,4,0,0.0,0.0,113.6,2,1
3,0,2,0,0,0,3,65,2018,4,24,4,0,0.0,0.0,137.7,2,1
2,2,2,1,0,0,5,28,2018,10,16,4,0,0.0,0.0,219.0,0,0
2,1,0,3,0,0,0,46,2018,12,8,4,0,0.0,0.0,111.6,1,1
2,0,1,4,0,0,0,23,2017,12,9,4,1,0.6931471805599453,0.0,69.0,0,1
2,0,0,1,0,0,0,18,2018,6,14,4,0,0.0,0.0,111.0,0,0
2,0,2,3,0,0,0,24,2017,12,5,2,0,0.0,0.0,60.56,0,1
1,0,2,2,0,0,0,59,2018,3,19,4,0,0.0,0.0,93.5,1,1
2,0,0,2,0,0,3,194,2018,10,6,4,0,0.0,0.0,94.25,1,0
2,0,0,4,0,0,0,58,2018,11,23,3,0,0.0,0.0,75.0,0,1
2,0,1,4,0,0,0,252,2018,12,28,4,0,0.0,0.0,81.43,2,1
2,1,0,2,0,0,0,86,2018,7,14,4,0,0.0,0.0,121.5,1,1
2,0,0,1,0,0,0,2,2018,6,28,4,0,0.0,0.0,139.0,0,0
2,0,0,5,0,0,0,10,2017,8,18,4,0,0.0,0.0,90.0,2,1
2,0,0,2,0,0,0,40,2018,11,11,4,0,0.0,0.0,130.0,1,1
2,0,0,2,3,0,0,68,2018,3,11,4,0,0.0,0.0,67.5,1,1
1,0,1,2,0,0,0,20,2018,9,19,2,0,0.0,0.0,119.0,0,1
2,0,2,1,0,0,3,10,2018,7,3,4,0,0.0,0.0,166.0,1,1
1,0,2,2,0,0,0,88,2017,7,18,4,0,0.0,0.0,68.0,1,0
3,0,1,3,0,0,3,67,2018,10,17,4,0,0.0,0.0,151.2,2,1
1,0,2,2,0,0,0,8,2017,12,4,2,0,0.0,0.0,84.0,2,1
1,0,0,1,3,0,0,65,2018,11,1,4,0,0.0,0.0,79.2,4,1
2,0,1,2,0,0,0,126,2017,7,27,4,0,0.0,0.0,76.5,1,1
2,0,0,2,0,0,0,2,2017,9,3,4,0,0.0,0.0,133.5,2,1
1,0,0,2,0,0,0,6,2018,3,1,2,1,0.0,2.6390573296152584,66.0,1,1
2,0,0,4,0,0,0,57,2018,3,29,4,0,0.0,0.0,85.85,1,1
2,0,0,5,0,0,3,9,2018,4,12,4,0,0.0,0.0,143.6,0,0
1,0,0,1,3,0,0,7,2018,9,20,4,0,0.0,0.0,129.0,1,0
2,0,0,1,0,0,0,41,2018,12,27,3,0,0.0,0.0,65.0,1,1
2,0,0,1,3,0,0,63,2018,5,7,4,0,0.0,0.0,116.1,0,1
1,0,0,3,1,0,0,1,2018,9,29,2,0,0.0,0.0,118.0,0,1
1,0,1,1,0,0,0,10,2018,7,4,2,0,0.0,0.0,137.7,0,1
2,0,2,2,0,0,0,12,2017,10,18,3,0,0.0,0.0,85.0,0,1
1,0,0,3,0,1,0,29,2018,4,5,2,1,0.0,1.0986122886681098,67.0,0,1
2,0,0,1,0,0,0,34,2018,5,11,4,0,0.0,0.0,126.9,0,0
1,0,0,2,0,0,0,37,2018,9,8,3,0,0.0,0.0,90.0,0,1
1,0,0,2,0,0,0,95,2018,4,5,4,0,0.0,0.0,72.8,0,0
2,0,1,2,0,0,0,56,2018,8,15,3,0,0.0,0.0,72.25,0,1
3,0,0,1,0,0,3,80,2018,9,7,4,0,0.0,0.0,168.3,0,0
2,0,1,5,0,0,3,113,2018,7,5,4,0,0.0,0.0,92.94,0,1
2,0,0,4,0,0,1,95,2018,12,7,4,0,0.0,0.0,77.86,1,1
2,1,0,3,0,0,0,18,2018,6,21,2,0,0.0,0.0,100.0,0,1
3,0,0,1,0,1,3,1,2018,5,20,4,0,0.0,0.0,206.0,2,1
1,0,0,1,0,0,0,2,2017,12,11,3,0,0.0,0.0,75.0,0,1
1,0,2,5,0,0,0,86,2018,3,16,4,0,0.0,0.0,68.85,0,1
2,0,0,2,0,0,0,14,2018,3,10,3,0,0.0,0.0,70.0,0,1
2,0,1,5,0,0,0,85,2018,4,11,3,0,0.0,0.0,72.76,0,1
2,0,0,5,0,0,0,57,2018,11,15,3,0,0.0,0.0,75.0,0,1
2,0,0,1,3,0,0,9,2018,2,13,4,0,0.0,0.0,79.0,1,1
2,1,0,2,0,0,0,81,2018,8,16,4,0,0.0,0.0,161.1,1,1
3,0,0,4,3,0,0,92,2018,3,30,4,0,0.0,0.0,78.54,1,1
1,0,1,3,0,0,0,6,2017,9,21,4,0,0.0,0.0,114.0,1,1
2,0,1,0,0,0,0,2,2018,1,3,4,0,0.0,0.0,71.6,0,1
3,0,0,3,0,0,0,54,2018,4,20,4,0,0.0,0.0,130.05,0,1
2,1,1,0,0,0,0,137,2018,8,21,4,0,0.0,0.0,121.5,2,1
3,0,0,2,0,0,0,45,2018,12,8,3,0,0.0,0.0,98.1,0,1
2,0,2,2,0,0,0,72,2018,5,13,4,0,0.0,0.0,119.85,1,1
2,0,1,2,0,0,0,44,2017,10,12,4,0,0.0,0.0,94.5,0,1
2,0,1,3,0,1,0,62,2018,8,8,4,0,0.0,0.0,144.0,1,1
2,0,0,2,3,0,0,5,2018,6,22,4,0,0.0,0.0,122.0,1,1
2,0,3,6,0,0,0,160,2018,7,18,4,0,0.0,0.0,97.56,1,1
2,0,0,3,0,0,3,55,2018,9,20,4,0,0.0,0.0,149.4,0,0
2,0,2,4,0,0,0,260,2018,10,7,4,0,0.0,0.0,100.3,2,0
1,0,0,3,0,1,0,7,2018,8,23,2,0,0.0,0.0,67.0,1,1
1,0,0,1,0,0,0,0,2018,6,23,4,0,0.0,0.0,97.0,0,1
3,0,1,2,0,0,3,4,2018,8,26,3,0,0.0,0.0,155.6,1,1
2,0,1,2,1,0,1,161,2018,3,25,3,0,0.0,0.0,130.0,0,0
2,0,1,1,0,0,0,29,2018,12,17,4,0,0.0,0.0,104.0,0,0
2,0,2,3,1,0,3,2,2018,6,17,3,0,0.0,0.0,122.75,0,1
2,0,0,1,0,0,0,3,2017,9,5,4,0,0.0,0.0,143.0,1,1
3,0,1,2,0,0,0,106,2018,6,17,4,0,0.0,0.0,159.3,0,0
1,0,1,3,0,0,4,178,2018,8,22,2,0,0.0,0.0,106.0,0,0
2,0,1,2,3,0,0,48,2018,2,19,4,0,0.0,0.0,67.5,0,0
2,0,0,1,0,0,0,143,2018,7,13,4,0,0.0,0.0,81.08,1,1
1,0,0,1,0,0,0,289,2017,10,17,4,0,0.0,0.0,0.0,0,0
2,0,2,1,0,0,0,56,2018,5,21,4,0,0.0,0.0,126.9,0,0
2,0,2,3,0,0,0,163,2018,10,2,3,0,0.0,0.0,80.75,0,1
1,1,2,1,0,0,0,18,2018,3,19,4,0,0.0,0.0,137.67,0,0
3,0,0,1,0,0,0,80,2018,8,27,4,0,0.0,0.0,99.1,1,1
2,0,1,2,3,0,0,59,2018,11,25,4,0,0.0,0.0,79.2,1,1
2,0,1,3,0,0,0,32,2018,4,14,4,0,0.0,0.0,109.8,0,0
2,0,1,1,0,0,0,1,2018,3,12,4,0,0.0,0.0,88.43,1,1
2,0,0,1,0,0,3,22,2018,5,21,4,0,0.0,0.0,165.0,1,1
3,0,1,4,0,0,4,192,2018,7,25,3,0,0.0,0.0,117.3,1,0
2,0,0,2,0,0,3,32,2018,9,27,4,0,0.0,0.0,154.0,1,0
2,0,0,3,3,0,0,129,2018,9,8,4,0,0.0,0.0,118.8,0,0
2,0,2,2,0,0,0,81,2018,5,1,4,0,0.0,0.0,119.85,2,1
2,0,2,1,3,0,0,48,2018,3,5,4,0,0.0,0.0,67.5,0,0
2,0,0,3,0,0,3,28,2017,12,31,4,0,0.0,0.0,130.33,0,0
1,0,2,1,0,0,0,9,2018,2,21,4,0,0.0,0.0,85.0,0,0
2,0,0,2,0,0,0,81,2018,4,1,1,0,0.0,0.0,0.0,0,1
2,0,1,1,0,0,1,14,2018,8,13,4,0,0.0,0.0,138.05,3,1
2,0,2,0,0,0,0,36,2018,6,26,4,0,0.0,0.0,94.35,0,1
1,0,1,5,0,0,3,15,2018,11,14,4,0,0.0,0.0,96.9,2,1
1,0,0,1,0,0,3,0,2018,6,7,1,1,0.0,1.0986122886681098,0.0,0,1
2,1,0,2,1,0,0,105,2018,12,2,4,0,0.0,0.0,152.55,0,0
2,0,1,3,0,0,0,8,2018,2,22,4,0,0.0,0.0,93.0,0,1
2,0,0,3,0,0,0,170,2018,9,6,4,0,0.0,0.0,91.44,0,0
2,0,0,3,3,0,0,6,2018,9,8,4,0,0.0,0.0,108.99,1,1
2,0,2,3,0,0,0,33,2017,9,26,3,0,0.0,0.0,57.92,1,1
2,0,0,2,0,0,0,88,2018,12,1,4,0,0.0,0.0,93.6,0,0
2,0,0,5,0,0,3,10,2018,3,22,4,0,0.0,0.0,160.0,0,1
2,0,0,3,3,0,0,19,2018,3,9,4,0,0.0,0.0,85.0,0,0
2,0,1,0,0,0,0,7,2017,9,7,4,0,0.0,0.0,124.0,1,0
2,0,1,2,0,0,3,57,2018,2,29,4,0,0.0,0.0,95.3,1,1
1,0,0,2,0,0,0,35,2017,10,7,4,0,0.0,0.0,65.83,1,1
2,0,2,3,0,0,3,55,2018,9,11,4,0,0.0,0.0,106.24,0,1
1,0,0,1,0,0,0,4,2018,10,25,4,0,0.0,0.0,104.0,0,1
2,0,0,2,3,0,0,44,2018,6,1,4,0,0.0,0.0,93.6,1,1
2,0,0,2,3,0,0,67,2018,5,13,4,0,0.0,0.0,116.1,0,0
1,0,0,3,3,0,0,29,2018,8,31,4,0,0.0,0.0,92.4,0,0
1,0,0,1,0,0,3,2,2018,11,9,2,0,0.0,0.0,103.0,0,0
2,0,2,2,0,0,3,127,2018,11,19,4,0,0.0,0.0,97.75,0,0
2,0,0,3,0,0,0,124,2018,8,11,4,0,0.0,0.0,114.3,1,1
2,0,2,2,0,0,0,18,2017,10,31,4,0,0.0,0.0,94.96,1,1
1,0,2,0,0,0,3,30,2018,12,4,4,0,0.0,0.0,114.0,2,1
2,0,1,4,0,0,3,60,2018,4,18,4,0,0.0,0.0,110.5,0,1
1,0,0,1,0,0,0,8,2017,10,6,2,0,0.0,0.0,65.0,0,1
2,0,2,2,0,0,0,92,2018,6,10,4,0,0.0,0.0,119.85,2,1
2,0,0,3,0,0,0,140,2017,12,29,4,0,0.0,0.0,72.25,2,1
2,0,2,1,0,0,0,271,2018,12,3,3,0,0.0,0.0,87.3,0,1
2,0,0,4,0,0,0,1,2017,11,10,4,0,0.0,0.0,97.0,1,1
1,0,2,2,0,0,0,28,2018,2,5,4,0,0.0,0.0,76.95,0,0
3,0,0,1,0,0,3,48,2018,8,26,4,0,0.0,0.0,168.3,1,0
3,0,2,5,0,0,3,71,2018,9,14,3,0,0.0,0.0,137.53,0,1
2,2,1,3,0,1,5,17,2018,8,22,4,0,0.0,0.0,230.0,1,1
2,0,0,2,1,0,0,28,2017,11,19,3,0,0.0,0.0,99.0,1,1
1,0,0,5,0,0,0,5,2018,10,4,2,0,0.0,0.0,131.0,0,0
2,0,2,1,0,0,0,12,2018,1,2,3,0,0.0,0.0,82.0,0,1
2,0,0,1,3,0,0,82,2018,6,14,4,0,0.0,0.0,143.1,0,0
2,0,2,5,3,0,0,155,2018,7,14,4,0,0.0,0.0,86.82,2,1
2,1,1,3,0,0,3,166,2018,6,23,4,0,0.0,0.0,110.37,2,0
2,0,1,4,0,0,0,141,2018,7,13,3,0,0.0,0.0,72.25,2,1
2,0,2,3,0,0,0,62,2018,3,3,4,0,0.0,0.0,71.6,0,1
2,0,0,1,3,0,0,24,2018,2,20,4,0,0.0,0.0,79.0,0,0
2,0,1,0,0,0,0,24,2018,3,20,3,0,0.0,0.0,70.0,0,1
2,0,1,0,0,0,0,3,2018,12,19,4,0,0.0,0.0,97.5,1,1
2,0,0,4,0,0,0,136,2018,10,5,4,0,0.0,0.0,118.8,0,0
2,0,0,4,3,0,0,58,2018,12,13,4,0,0.0,0.0,57.6,1,1
1,0,2,1,0,0,0,16,2018,10,8,0,0,0.0,0.0,95.0,0,1
2,1,0,2,0,0,0,112,2018,7,15,4,0,0.0,0.0,121.5,2,1
2,0,0,3,0,0,4,104,2018,6,2,4,0,0.0,0.0,117.29,0,1
3,0,0,2,0,0,3,2,2018,6,22,4,0,0.0,0.0,161.0,2,1
3,0,2,2,0,0,3,5,2017,9,26,3,0,0.0,0.0,105.0,1,1
1,0,0,3,0,0,0,159,2018,5,26,4,0,0.0,0.0,119.85,1,0
2,0,0,2,0,0,0,107,2018,11,25,3,0,0.0,0.0,68.0,0,1
2,0,2,2,0,0,0,209,2018,9,17,4,0,0.0,0.0,119.85,2,0
2,0,3,5,0,0,3,34,2017,10,11,4,0,0.0,0.0,82.94,0,1
2,0,0,2,0,0,0,21,2018,10,5,4,0,0.0,0.0,149.0,1,1
2,1,0,3,1,0,0,79,2018,6,29,4,0,0.0,0.0,173.25,1,1
2,2,2,5,0,0,5,136,2018,5,7,4,0,0.0,0.0,170.36,0,0
2,0,0,2,0,0,0,7,2017,9,15,4,0,0.0,0.0,152.0,2,1
2,0,1,4,3,0,0,278,2018,12,28,4,0,0.0,0.0,71.23,1,1
1,0,0,2,0,1,0,6,2017,10,20,4,0,0.0,0.0,129.0,3,1
2,0,2,7,0,0,3,57,2018,4,21,4,0,0.0,0.0,114.66,1,1
